epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,116.471,0.40945,0.44082,1.54362,0.98076,0.84187,0.90125,0.85981,0.40853,0.40801,1.25107,0.00026,0.00026,0.00026
82,118.134,0.42929,0.44436,1.76138,0.97356,0.8705,0.91167,0.87159,0.41022,0.37988,1.24957,0.000247625,0.000247625,0.000247625
83,119.706,0.44196,0.41653,1.68044,0.97779,0.875,0.9325,0.88368,0.41618,0.36922,1.24706,0.00023525,0.00023525,0.00023525
84,121.258,0.42753,0.42935,1.62608,0.92553,0.94653,0.995,0.92139,0.41332,0.32662,1.23874,0.000222875,0.000222875,0.000222875
85,122.73,0.41085,0.44136,1.61037,0.9188,0.95896,0.995,0.92126,0.41006,0.31379,1.23659,0.0002105,0.0002105,0.0002105
86,124.233,0.42194,0.43894,1.62565,0.90795,0.98128,0.995,0.92766,0.39994,0.28966,1.22021,0.000198125,0.000198125,0.000198125
87,125.791,0.42498,0.43177,1.67032,0.91007,0.97853,0.995,0.92765,0.39278,0.2877,1.20875,0.00018575,0.00018575,0.00018575
88,127.301,0.40807,0.4175,1.65279,0.921,0.96037,0.995,0.92258,0.38729,0.30037,1.19562,0.000173375,0.000173375,0.000173375
89,128.78,0.41844,0.42782,1.72624,0.9265,0.95258,0.995,0.90961,0.3913,0.30557,1.1932,0.000161,0.000161,0.000161
90,130.298,0.40528,0.38663,1.57373,0.93521,0.94237,0.995,0.92007,0.39457,0.3155,1.19224,0.000148625,0.000148625,0.000148625
91,152.581,0.28782,0.3391,1.29284,0.93894,0.93746,0.995,0.9199,0.39573,0.3212,1.19375,0.00013625,0.00013625,0.00013625
92,154.133,0.27623,0.32612,1.27228,0.94253,0.93294,0.995,0.92734,0.39786,0.31943,1.19363,0.000123875,0.000123875,0.000123875
93,155.564,0.26619,0.31086,1.2778,0.94777,0.93007,0.995,0.928,0.39464,0.32428,1.1973,0.0001115,0.0001115,0.0001115
94,157.078,0.24713,0.30336,1.2244,0.93324,0.95102,0.995,0.92741,0.39055,0.31667,1.19739,9.9125e-05,9.9125e-05,9.9125e-05
95,158.498,0.26757,0.29839,1.30846,0.92179,0.96309,0.995,0.92746,0.38991,0.31226,1.20218,8.675e-05,8.675e-05,8.675e-05
96,159.967,0.26244,0.30149,1.27401,0.9086,0.98989,0.995,0.9275,0.39067,0.29606,1.20504,7.4375e-05,7.4375e-05,7.4375e-05
97,161.423,0.26621,0.30827,1.25276,0.9112,0.99012,0.995,0.92237,0.39328,0.29203,1.20544,6.2e-05,6.2e-05,6.2e-05
98,162.881,0.23958,0.28894,1.21138,0.9096,0.99016,0.995,0.92284,0.39838,0.29173,1.21579,4.9625e-05,4.9625e-05,4.9625e-05
99,164.52,0.2562,0.28847,1.25538,0.9086,0.99037,0.995,0.9228,0.40086,0.29259,1.21929,3.725e-05,3.725e-05,3.725e-05
100,165.981,0.25756,0.28496,1.23079,0.9036,0.99033,0.995,0.9228,0.40536,0.29592,1.22365,2.4875e-05,2.4875e-05,2.4875e-05
