epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,69.3986,0.65829,0.7734,1.83854,0.97777,0.99851,0.995,0.83742,0.49943,0.4417,1.34151,0.000976293,0.000976293,0.000976293
34,71.1899,0.58466,0.70744,1.69058,0.97776,0.95227,0.995,0.85405,0.47589,0.43992,1.29713,0.000962146,0.000962146,0.000962146
35,72.8769,0.63859,0.73522,1.73371,0.84901,1,0.93944,0.83181,0.49237,0.48931,1.2626,0.000947999,0.000947999,0.000947999
36,74.6348,0.71807,0.81533,2.01799,0.99071,0.98913,0.995,0.87345,0.48542,0.59217,1.23042,0.000933851,0.000933851,0.000933851
37,76.167,0.67993,0.82202,1.79538,0.97305,1,0.995,0.87065,0.47645,0.61229,1.25933,0.000919704,0.000919704,0.000919704
38,77.8547,0.66453,0.77896,1.81495,0.97979,0.99161,0.995,0.88098,0.48641,0.47394,1.30171,0.000905557,0.000905557,0.000905557
39,79.4294,0.64479,0.7599,1.72829,0.94504,0.99068,0.995,0.86271,0.52079,0.40851,1.37045,0.00089141,0.00089141,0.00089141
40,80.9082,0.69344,0.74875,1.80167,0.92545,1,0.995,0.8296,0.55885,0.42663,1.40817,0.000877263,0.000877263,0.000877263
41,82.3223,0.58257,0.64108,1.64479,0.87196,0.98974,0.995,0.80082,0.57468,0.50991,1.45308,0.000863116,0.000863116,0.000863116
42,83.9094,0.56212,0.68108,1.65958,0.90099,0.99757,0.995,0.80909,0.54815,0.51743,1.39447,0.000848969,0.000848969,0.000848969
43,85.6311,0.66894,0.78947,1.84572,0.90021,1,0.995,0.82558,0.5509,0.52696,1.40569,0.000834822,0.000834822,0.000834822
44,87.2931,0.59452,0.62782,1.58195,0.95489,1,0.995,0.80058,0.5193,0.5479,1.38756,0.000820675,0.000820675,0.000820675
45,89.0303,0.65504,0.80622,1.89851,0.98,1,0.995,0.72859,0.50792,0.55642,1.38209,0.000806528,0.000806528,0.000806528
46,90.4803,0.6196,0.69961,1.78711,0.98214,1,0.995,0.79442,0.49798,0.51881,1.34796,0.00079238,0.00079238,0.00079238
47,91.9458,0.60653,0.69621,1.82936,0.97639,1,0.995,0.86249,0.49719,0.49619,1.3451,0.000778233,0.000778233,0.000778233
48,93.3647,0.6212,0.69337,1.7052,0.97752,1,0.995,0.86245,0.50874,0.4924,1.33336,0.000764086,0.000764086,0.000764086
49,94.804,0.63147,0.71609,1.7951,0.97822,1,0.995,0.85202,0.52151,0.55782,1.29515,0.000749939,0.000749939,0.000749939
50,96.134,0.53785,0.61996,1.57332,0.97685,1,0.995,0.89488,0.48312,0.63677,1.24296,0.000735792,0.000735792,0.000735792
51,97.6095,0.60946,0.73732,1.84312,0.97657,1,0.995,0.89768,0.46367,0.62236,1.23163,0.000721645,0.000721645,0.000721645
52,99.0496,0.58748,0.68662,1.80667,0.96601,1,0.995,0.86815,0.4824,0.56733,1.22999,0.000707498,0.000707498,0.000707498
53,100.554,0.60021,0.70083,1.83205,0.96636,1,0.995,0.87988,0.44693,0.50079,1.25524,0.000693351,0.000693351,0.000693351
54,101.897,0.5545,0.59645,1.65389,0.97944,1,0.995,0.88742,0.45387,0.43102,1.29985,0.000679204,0.000679204,0.000679204
55,103.219,0.55992,0.60118,1.70425,0.9576,0.99054,0.995,0.85857,0.48191,0.38729,1.34785,0.000665057,0.000665057,0.000665057
56,104.578,0.54395,0.5801,1.69332,0.94867,0.98282,0.995,0.85224,0.46444,0.38078,1.32682,0.000650909,0.000650909,0.000650909
57,105.94,0.59731,0.6568,1.83148,0.94123,0.99207,0.995,0.85432,0.46278,0.39225,1.30305,0.000636762,0.000636762,0.000636762
58,107.328,0.57335,0.65145,1.82222,0.78422,1,0.93944,0.8046,0.47567,0.40814,1.31191,0.000622615,0.000622615,0.000622615
59,108.783,0.5702,0.61855,1.90743,0.92067,0.99201,0.995,0.861,0.488,0.41719,1.32618,0.000608468,0.000608468,0.000608468
60,110.344,0.53924,0.6287,1.686,0.91167,1,0.995,0.86185,0.49527,0.43846,1.32663,0.000594321,0.000594321,0.000594321
61,111.853,0.53488,0.56097,1.67487,0.9058,1,0.995,0.85056,0.47729,0.4344,1.30677,0.000580174,0.000580174,0.000580174
62,113.292,0.6143,0.57508,1.74696,0.9157,1,0.995,0.85153,0.44558,0.39262,1.2964,0.000566027,0.000566027,0.000566027
63,114.859,0.525,0.55971,1.54336,0.91242,1,0.995,0.90965,0.42562,0.35777,1.28504,0.00055188,0.00055188,0.00055188
64,116.363,0.53225,0.54209,1.6417,0.91724,1,0.995,0.88865,0.4367,0.35656,1.27996,0.000537733,0.000537733,0.000537733
65,117.744,0.50863,0.55677,1.75149,0.92127,1,0.995,0.87825,0.43484,0.35491,1.26539,0.000523586,0.000523586,0.000523586
66,119.166,0.47295,0.50298,1.59084,0.92202,1,0.995,0.88691,0.43088,0.36093,1.25355,0.000509438,0.000509438,0.000509438
67,120.686,0.51118,0.55612,1.8074,0.92233,1,0.995,0.89255,0.42505,0.3697,1.25759,0.000495291,0.000495291,0.000495291
68,122.097,0.50041,0.53149,1.69068,0.93486,1,0.995,0.90439,0.42247,0.36473,1.28211,0.000481144,0.000481144,0.000481144
69,123.464,0.50927,0.53852,1.70663,0.94948,1,0.995,0.89805,0.42065,0.35913,1.28929,0.000466997,0.000466997,0.000466997
70,124.896,0.49555,0.54185,1.60321,0.96203,1,0.995,0.89243,0.42708,0.34847,1.29662,0.00045285,0.00045285,0.00045285
71,126.292,0.54092,0.58843,1.77545,0.97054,1,0.995,0.86781,0.43527,0.33919,1.30658,0.000438703,0.000438703,0.000438703
72,127.758,0.51402,0.52619,1.5986,0.97641,1,0.995,0.87625,0.43532,0.33917,1.30456,0.000424556,0.000424556,0.000424556
73,129.177,0.51655,0.51985,1.65389,0.97771,1,0.995,0.87653,0.43302,0.33543,1.30456,0.000410409,0.000410409,0.000410409
74,130.627,0.49714,0.49519,1.63128,0.9785,1,0.995,0.90958,0.42398,0.32586,1.28911,0.000396262,0.000396262,0.000396262
75,131.929,0.42662,0.44055,1.50621,0.97822,1,0.995,0.9171,0.39796,0.32019,1.26412,0.000382115,0.000382115,0.000382115
76,133.301,0.45733,0.49917,1.56224,0.97714,1,0.995,0.91898,0.37617,0.29983,1.25313,0.000367967,0.000367967,0.000367967
77,134.727,0.51544,0.49846,1.65677,0.97553,1,0.995,0.91085,0.36489,0.28409,1.23247,0.00035382,0.00035382,0.00035382
78,136.241,0.50773,0.51716,1.634,0.97259,1,0.995,0.91068,0.368,0.28713,1.21608,0.000339673,0.000339673,0.000339673
79,137.656,0.50741,0.48478,1.63884,0.96735,1,0.995,0.91066,0.38055,0.298,1.21346,0.000325526,0.000325526,0.000325526
80,139.132,0.54589,0.5487,1.71982,0.96308,1,0.995,0.8858,0.39577,0.30121,1.22478,0.000311379,0.000311379,0.000311379
81,140.51,0.50505,0.49513,1.61747,0.96361,1,0.995,0.88585,0.40642,0.30015,1.23851,0.000297232,0.000297232,0.000297232
82,141.912,0.48762,0.50586,1.65274,0.96837,1,0.995,0.91068,0.397,0.30245,1.25847,0.000283085,0.000283085,0.000283085
83,143.688,0.51705,0.5106,1.60616,0.9736,1,0.995,0.91069,0.39122,0.30182,1.26224,0.000268938,0.000268938,0.000268938
84,145.323,0.4813,0.48034,1.55721,0.97764,1,0.995,0.88599,0.38802,0.31074,1.25617,0.000254791,0.000254791,0.000254791
85,146.742,0.46275,0.49373,1.67587,0.97858,1,0.995,0.91907,0.38957,0.31629,1.25843,0.000240644,0.000240644,0.000240644
86,148.236,0.50057,0.51937,1.71803,0.97924,1,0.995,0.91034,0.3898,0.33001,1.2478,0.000226497,0.000226497,0.000226497
87,149.713,0.48509,0.49249,1.83973,0.97911,1,0.995,0.91385,0.39944,0.31956,1.26047,0.000212349,0.000212349,0.000212349
88,151.138,0.42814,0.43306,1.57399,0.97871,1,0.995,0.91384,0.40243,0.3153,1.26465,0.000198202,0.000198202,0.000198202
89,152.653,0.47259,0.50897,1.82523,0.97765,1,0.995,0.91382,0.40495,0.31058,1.26744,0.000184055,0.000184055,0.000184055
90,154.177,0.47453,0.5709,1.71653,0.9753,1,0.995,0.91379,0.40669,0.30406,1.26474,0.000169908,0.000169908,0.000169908
91,209.648,0.30449,0.48874,1.32271,0.97367,1,0.995,0.91377,0.40691,0.29977,1.25978,0.000155761,0.000155761,0.000155761
92,211.388,0.28288,0.41891,1.2969,0.97272,1,0.995,0.93023,0.396,0.30222,1.24156,0.000141614,0.000141614,0.000141614
93,213.039,0.26222,0.40845,1.22016,0.97311,1,0.995,0.93022,0.38982,0.30275,1.22089,0.000127467,0.000127467,0.000127467
94,214.435,0.26434,0.4147,1.26406,0.97478,1,0.995,0.93034,0.38639,0.30768,1.21183,0.00011332,0.00011332,0.00011332
95,215.885,0.26574,0.38237,1.24839,0.97672,1,0.995,0.93021,0.38493,0.30243,1.21181,9.91726e-05,9.91726e-05,9.91726e-05
96,217.529,0.25321,0.34312,1.2138,0.97724,1,0.995,0.93009,0.38507,0.30439,1.21471,8.50255e-05,8.50255e-05,8.50255e-05
97,219.039,0.25295,0.34852,1.23162,0.97778,1,0.995,0.92999,0.38752,0.29954,1.2175,7.08784e-05,7.08784e-05,7.08784e-05
98,220.533,0.2746,0.34732,1.22326,0.97789,1,0.995,0.92991,0.38636,0.29823,1.21988,5.67313e-05,5.67313e-05,5.67313e-05
99,221.895,0.26273,0.36172,1.24537,0.97815,1,0.995,0.92984,0.38619,0.29478,1.22067,4.25842e-05,4.25842e-05,4.25842e-05
100,223.489,0.24957,0.33674,1.23204,0.9779,1,0.995,0.9301,0.38809,0.29565,1.22167,2.84371e-05,2.84371e-05,2.84371e-05
