epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,94.4167,0.54952,0.71697,0.98258,0.89096,0.88889,0.88507,0.7642,0.76953,0.60464,0.97319,0.000537733,0.000537733,0.000537733
65,95.9536,0.50927,0.66793,0.94582,0.94647,0.88889,0.88507,0.77084,0.76292,0.55719,0.94154,0.000523586,0.000523586,0.000523586
66,97.3996,0.52523,0.7008,0.94665,0.94745,0.88889,0.89368,0.75929,0.78777,0.54415,0.93638,0.000509438,0.000509438,0.000509438
67,98.9001,0.5017,0.67173,0.94705,0.91915,0.88889,0.94,0.78179,0.72509,0.57101,0.88224,0.000495291,0.000495291,0.000495291
68,100.388,0.44177,0.6329,0.93656,0.85822,0.96705,0.9675,0.82126,0.67554,0.58983,0.86627,0.000481144,0.000481144,0.000481144
69,101.809,0.46019,0.68587,0.92958,0.85352,1,0.995,0.8551,0.65138,0.58443,0.84978,0.000466997,0.000466997,0.000466997
70,103.426,0.39951,0.69494,0.92449,0.89143,1,0.995,0.85212,0.66506,0.5851,0.84789,0.00045285,0.00045285,0.00045285
71,104.818,0.48017,0.66617,0.9443,0.89422,1,0.995,0.84541,0.66413,0.60699,0.84041,0.000438703,0.000438703,0.000438703
72,106.3,0.47972,0.68114,0.94222,0.88777,1,0.995,0.87657,0.61299,0.52359,0.81677,0.000424556,0.000424556,0.000424556
73,107.739,0.39064,0.66057,0.94164,0.88634,1,0.995,0.88371,0.59052,0.49318,0.81117,0.000410409,0.000410409,0.000410409
74,109.154,0.42512,0.62154,0.93543,0.88521,0.95305,0.995,0.88249,0.58924,0.48504,0.81483,0.000396262,0.000396262,0.000396262
75,110.568,0.46825,0.68086,0.94174,0.88752,0.99177,0.995,0.88008,0.58884,0.46552,0.82597,0.000382115,0.000382115,0.000382115
76,112.014,0.40708,0.64695,0.9273,0.88836,0.99746,0.995,0.88301,0.61425,0.5127,0.84804,0.000367967,0.000367967,0.000367967
77,113.483,0.45696,0.5864,0.9332,0.8733,0.99184,0.995,0.86033,0.62973,0.53604,0.84634,0.00035382,0.00035382,0.00035382
78,114.867,0.47844,0.63777,0.9789,0.88392,0.96312,0.995,0.84512,0.66098,0.56154,0.85701,0.000339673,0.000339673,0.000339673
79,116.387,0.46347,0.64324,0.93107,0.86489,0.99355,0.995,0.84127,0.73329,0.52703,0.91244,0.000325526,0.000325526,0.000325526
80,118,0.42829,0.64729,0.92953,0.86985,0.99621,0.995,0.82216,0.71819,0.51148,0.95053,0.000311379,0.000311379,0.000311379
81,119.437,0.39332,0.56807,0.90928,0.88164,1,0.995,0.81923,0.71172,0.48803,0.96923,0.000297232,0.000297232,0.000297232
82,120.845,0.38528,0.5896,0.8989,0.88915,1,0.995,0.82059,0.72791,0.47278,0.9811,0.000283085,0.000283085,0.000283085
83,122.28,0.40471,0.55653,0.91753,0.89443,1,0.9675,0.81143,0.73718,0.45803,0.98572,0.000268938,0.000268938,0.000268938
84,123.727,0.41876,0.68019,0.95063,0.96946,0.95162,0.995,0.81311,0.72134,0.44283,0.96426,0.000254791,0.000254791,0.000254791
85,125.253,0.39778,0.56373,0.90572,0.94036,1,0.995,0.81766,0.71469,0.43055,0.96114,0.000240644,0.000240644,0.000240644
86,126.759,0.35944,0.57066,0.88028,0.9241,1,0.995,0.81626,0.71722,0.43211,0.95237,0.000226497,0.000226497,0.000226497
87,128.23,0.41955,0.57463,0.91649,0.92457,1,0.995,0.8168,0.71864,0.43078,0.94213,0.000212349,0.000212349,0.000212349
88,129.688,0.3818,0.54431,0.90491,0.92404,1,0.995,0.81422,0.71229,0.44192,0.94338,0.000198202,0.000198202,0.000198202
89,131.11,0.38681,0.52784,0.88929,0.91636,1,0.995,0.82275,0.70192,0.44396,0.94477,0.000184055,0.000184055,0.000184055
90,132.714,0.38075,0.55576,0.89449,0.90605,1,0.995,0.82275,0.6894,0.44497,0.9392,0.000169908,0.000169908,0.000169908
91,164.894,0.36144,0.66472,0.84976,0.90218,1,0.995,0.82274,0.68153,0.44934,0.93657,0.000155761,0.000155761,0.000155761
92,166.378,0.33815,0.65113,0.83697,0.89355,1,0.995,0.8256,0.67546,0.45693,0.93568,0.000141614,0.000141614,0.000141614
93,167.752,0.37873,0.70318,0.88082,0.89215,1,0.995,0.81813,0.68171,0.44949,0.93776,0.000127467,0.000127467,0.000127467
94,169.073,0.34625,0.67548,0.8781,0.88928,1,0.995,0.81976,0.67957,0.45824,0.91187,0.00011332,0.00011332,0.00011332
95,170.379,0.35436,0.61815,0.85312,0.88784,1,0.995,0.81834,0.68592,0.45698,0.92589,9.91726e-05,9.91726e-05,9.91726e-05
96,171.747,0.36686,0.67882,0.85625,0.89076,1,0.995,0.83539,0.66194,0.48456,0.85305,8.50255e-05,8.50255e-05,8.50255e-05
97,173.076,0.36239,0.62703,0.93477,0.89713,1,0.995,0.86837,0.62235,0.46163,0.82998,7.08784e-05,7.08784e-05,7.08784e-05
98,174.362,0.32882,0.61613,0.84985,0.9104,1,0.995,0.87937,0.60508,0.43736,0.82539,5.67313e-05,5.67313e-05,5.67313e-05
99,175.704,0.31692,0.62136,0.81965,0.92764,1,0.995,0.88035,0.60262,0.43275,0.82577,4.25842e-05,4.25842e-05,4.25842e-05
100,177.144,0.33458,0.59108,0.85203,0.94399,1,0.995,0.88035,0.6001,0.42819,0.8248,2.84371e-05,2.84371e-05,2.84371e-05
